pl_rade,pl_bmasse,pl_orbsmax,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,habitable
3.01,9.32,0.2901,0.0,13.155,5734.0,0.98,0.99,0
2.42,17.2,0.0522,0.0,39.95,4385.0,0.59,0.64,0
2.37,4.3,0.08347,0.0,15.62,4385.0,0.59,0.64,0
1.21,1.92,0.128,0.0,7.507,4500.0,0.595,0.648,0
1.93,4.38,0.055,0.0,350.597,5803.0,1.04,1.03,0
2.7,7.75,0.15911,0.0,78.59,5747.0,1.24,1.01,0
3.55,12.3,0.1024,0.0,421.917,6761.0,1.71,1.45,0
2.14,5.22,0.1439,0.0,56.04,5743.0,0.93,0.95,0
2.12,5.14,0.0695,0.0,935.124,6162.0,1.22,1.15,0
4.11,15.8,0.09473,0.0,979.136,5028.0,3.42,1.25,0
10.24,74.5,0.0895,0.0,50.563,5286.0,0.85,0.9,0
9.03,60.2,0.0493,0.0,550.203,5861.0,1.03,1.03,0
5.11,22.9,0.0886,0.0,100.779,5638.0,0.92,0.94,0
2.76,8.05,0.1894,0.0,9.913,5279.0,0.81,0.86,0
4.07,12.15,0.1683,0.0033,19.558,5401.0,0.898,0.91,0
5.34,13.9,0.2626,0.007,8.035,5401.0,0.898,0.91,0
1.77,885.098,0.034,0.0,484.351,5428.0,0.945,0.946,0
2.47,254.02,0.063,0.0,144.337,5428.0,0.945,0.946,0
6.09,30.8,0.56004,0.0,16.228,6260.0,1.36,1.23,0
1.31,2.27,0.029,0.0,496.82,5191.0,0.8,0.84,0
1.77,3.78,0.04078,0.0,535.188,5928.0,1.08,1.06,0
1.57,3.09,0.0507,0.0,803.353,5643.0,0.96,0.98,0
1.87,4.16,0.055,0.0,454.604,6035.0,1.22,1.15,0
1.53,2.96,0.0453,0.0,734.464,5976.0,1.08,1.03,0
1.84,4.04,0.0759,0.0,261.628,5976.0,1.08,1.03,0
1.25,2.1,0.05202,0.0,827.221,6079.0,1.15,1.05,0
5.63,27.0,0.2742,0.0,23.602,5602.0,0.91,0.93,0
1.51,2.89,0.01228,0.0,1835.159,5039.0,0.77,0.81,0
2.11,5.1,0.0678,0.0,247.47,5698.0,0.97,0.98,0
2.83,2.94,0.07295,0.0,15.412,4082.0,0.61,0.66,0
2.36,2.03,0.11796,0.0,5.9,4082.0,0.61,0.66,0
1.94,4.1,0.051,0.0,28.81,4648.0,0.594,0.58,0
1.7,3.53,0.1033,0.0,160.18,6037.0,1.11,1.07,0
1.27,2.15,0.05984,0.0,266.249,5732.0,0.97,0.99,0
2.06,4.9,0.075,0.0,256.828,5596.0,0.9,0.92,0
2.02,4.74,0.1139,0.0,8.313,4339.0,0.62,0.64,0
2.02,4.74,0.0862,0.0,11.845,4554.0,0.66,0.7,0
2.79,8.2,0.107,0.0,170.33,5954.0,1.11,1.08,0
2.73,7.9,0.1013,0.0,135.797,5895.0,1.04,1.03,0
2.56,7.08,0.1144,0.0,55.966,5403.0,0.81,0.85,0
2.73,7.9,0.1266,0.0,61.089,5770.0,0.96,0.98,0
2.57,7.13,0.2316,0.0,46.303,6058.0,1.31,1.22,0
2.23,40.0,0.0827,0.0,222.19,6039.0,1.43,1.0,0
2.36,20.2,0.1072,0.0,132.23,6039.0,1.43,1.0,0
1.38,2.48,0.052,0.0,584.24,6031.0,1.169,1.06,0
2.6,7.27,0.181,0.0,48.29,6031.0,1.169,1.06,0
2.2,5.48,0.25,0.0,25.3,6031.0,1.169,1.06,0
5.23,23.8,0.479,0.0,1.648,5324.0,0.81,0.85,0
1.6,3.19,0.0204,0.0,588.95,4848.0,0.73,0.78,0
2.59,7.22,0.0313,0.0,890.333,5830.0,1.03,1.02,0
1.68,3.46,0.0298,0.0,89.652,4128.0,0.57,0.59,0
2.04,4.82,0.01668,0.0,772.498,4913.0,0.75,0.79,0
2.48,6.71,0.1399,0.0,35.276,5579.0,0.91,0.94,0
1.18,1.76,0.0315,0.0,292.31,4940.0,0.77,0.83,0
1.7,3.53,0.07586,0.0,794.778,5695.0,1.2,1.01,0
8.08167508,298.75870258,1.137,0.078,2.86,5950.0,1.822,1.259,0
1.778,1.84,0.07885,0.02,107.028,5505.2,0.875,0.928,0
1.978,2.15,0.10363,0.027,61.929,5505.2,0.875,0.928,0
1.2,8.69679,0.13,0.0,38.39,5436.0,0.893,0.947,0
1.27,0.6,0.163,0.0,24.318,5436.0,0.893,0.947,0
1.78,3.82,0.0744,0.0,329.283,5932.0,1.09,1.06,0
1.68,3.46,0.0802,0.0,103.828,5455.0,0.85,0.89,0
2.54,6.99,0.27967,0.0,92.131,6100.0,1.16,1.19,0
1.69,3.5,0.079,0.0,499.301,6350.0,1.55,1.3,0
8.35,52.7,0.0762,0.0,405.183,5835.0,1.03,1.03,0
9.3,63.3,0.0787,0.0,153.497,5535.0,0.93,0.96,0
6.8,37.2,0.3751,0.0,5.747,5773.0,0.99,0.99,0
4.87,21.1,0.33939,0.0,6.338,5653.0,0.91,0.96,0
3.09,9.75,0.13157,0.0,14.897,5020.0,0.77,0.81,0
3.24,10.6,0.058,0.0,233.621,5836.0,1.06,1.04,0
2.28,5.82,0.0463,0.0,197.29,5047.0,0.78,0.82,0
2.21,5.52,0.039,0.0,547.293,5333.0,0.84,0.88,0
2.9,8.75,0.122,0.0,117.828,5678.0,0.95,0.96,0
2.4,6.35,0.0687,0.0,464.765,5754.0,1.0,1.0,0
1.62,3.26,0.0382,0.0,1305.04,6213.0,1.195,1.27,0
2.49,6.76,0.1057,0.0,46.362,5570.0,0.92,0.93,0
0.89,0.64,0.061,0.0,164.98,5440.0,0.885,0.782,0
1.63,3.29,0.0331,0.0,196.127,4751.0,0.71,0.75,0
4.64,19.4,0.5375,0.0,2.72,5541.0,0.91,0.92,0
2.05,4.86,0.0575,0.0,417.034,5614.0,0.89,0.93,0
3.61,12.7,0.2244,0.0,17.234,5664.0,0.95,0.97,0
13.49,324.2,0.481,0.036,9.203,5600.0,1.82,1.1,0
6.14,6.4,0.676,0.039,4.656,5600.0,1.82,1.1,0
2.78,8.15,0.1539,0.0,54.869,5857.0,1.02,1.01,0
3.74,13.5,0.1572,0.0,79.722,5993.0,1.14,1.11,0
1.99,4.62,0.0362,0.0,553.056,5902.0,1.08,1.05,0
3.75,13.5,0.1542,0.0,68.015,6163.0,1.27,1.18,0
3.94,14.7,0.2234,0.0,31.624,6020.0,1.13,1.09,0
2.9,8.75,0.1771,0.0,41.431,5958.0,1.11,1.06,0
1.43,2.63,0.0549,0.0,152.746,5060.0,0.77,0.81,0
2.12,5.14,0.1301,0.0,37.81,5261.0,0.81,0.85,0
1.93,4.38,0.165,0.0,27.009,5044.0,0.77,0.81,0
2.57,7.13,0.2012,0.0,29.128,5792.0,1.02,1.02,0
2.66,7.56,0.0915,0.0,586.169,6761.0,1.74,1.46,0
2.87,8.6,0.1216,0.0,926.72,6900.0,2.599,1.714,0
1.78,3.82,0.0552,0.0,538.569,5961.0,1.09,1.06,0
1.23,2.04,0.04741,0.0,259.029,5476.0,0.87,0.9,0
1.78,3.82,0.10288,0.0,163.052,6116.0,1.09,1.06,0
1.23,2.04,0.06116,0.0,139.5,5715.0,0.94,1.0,0
2.5,6.8,0.14403,0.0,124.646,6187.0,1.35,1.21,0
1.52,2.92,0.06428,0.0,231.432,6098.0,1.16,1.1,0
1.84,4.04,0.15431,0.0,109.842,6194.0,1.29,1.19,0
1.13,1.51,0.0801,0.0,407.977,6194.0,1.29,1.19,0
1.76,3.75,0.31481,0.0,7.854,5875.0,0.9,0.97,0
1.09,1.32,0.04975,0.0,954.588,5961.0,1.25,1.14,0
8.89,58.6,0.2944,0.0,30.227,5954.0,1.13,1.09,0
6.41,33.6,0.2881,0.0,44.326,5887.0,1.07,1.06,0
2.81,8.3,0.1015,0.0,18.196,4747.0,0.72,0.75,0
3.03,9.43,0.0699,0.0,266.271,5820.0,0.99,1.0,0
2.78,8.15,0.0916,0.0,119.881,5603.0,0.85,0.87,0
1.54,2.99,0.0328,0.0,106.585,4315.0,0.61,0.65,0
2.53,6.94,0.56378,0.0,1.99,5262.0,0.81,0.84,0
3.15,10.1,0.1792,0.0,16.56,5510.0,0.803,0.877,0
2.39,6.3,0.077,0.0,354.221,5839.0,1.04,1.03,0
1.49,2.83,0.0545,0.0,37.11,4223.0,0.62,0.65,0
2.68,7.65,0.1392,0.0,62.198,5595.0,0.91,0.93,0
8.29,43.4,0.143,0.0609,48.229,5774.0,0.958,1.022,0
8.08,29.9,0.227,0.06691,18.903,5774.0,0.958,1.022,0
1.64,8.41466053,0.0273,0.0,1339.658,5777.0,1.02,1.07,0
2.08,4.98,0.0679,0.0,54.109,4836.0,0.73,0.78,0
1.37,2.45,0.0378,0.0,68.723,4184.0,0.57,0.59,0
2.54,6.99,0.223,0.0,24.875,5647.0,0.93,0.95,0
2.01,4.7,0.09081,0.0,274.845,5682.0,0.97,0.98,0
2.53,6.94,0.30249,0.0,24.791,5682.0,0.97,0.98,0
1.77,3.78,0.0417,0.0,875.419,6160.0,1.25,1.16,0
1.41,2.57,0.05689,0.0,185.771,5461.0,0.86,0.95,0
2.11,5.1,0.22363,0.0,21.987,6035.0,1.02,1.06,0
1.2,1.87,0.1225,0.0,137.66,6106.0,1.38,1.08,0
1.22,1.98,0.02526,0.0,3304.101,5973.0,1.12,1.11,0
1.47,2.76,0.11873,0.0,127.24,6154.0,1.23,1.17,0
15.322703,257.4423,0.0731,0.0519,3273.324,4550.0,6.3,1.31,0
0.82,0.477,0.03752,0.0,2108.073,6230.0,1.5,1.26,0
2.6,7.27,0.15594,0.0,198.725,6112.0,1.99,1.34,0
2.8,8.25,0.0339,0.0,519.95,5998.0,1.11,1.07,0
2.06,4.9,0.1009,0.0,58.9,4687.0,0.61,0.63,0
3.8580709,14.2,0.0699,0.0,122.82,6068.0,1.797,1.294,0
1.38,2.48,0.05454,0.0,568.378,5877.0,1.15,1.1,0
1.5,2.86,0.05655,0.0,844.751,6173.0,1.38,1.21,0
1.76,3.75,0.1885,0.0,14.683,5248.0,0.81,0.85,0
1.91,4.31,0.0378,0.0,228.11,5418.0,0.76,0.8,0
1.74,3.68,0.0569,0.0,258.702,6028.0,1.14,1.11,0
2.25,5.69,0.0981,0.0,153.915,6113.0,1.21,1.15,0
3.51,64.3,0.12232,0.17,257.776,5883.0,1.7,1.21,0
2.6,6.1,0.19054,0.04,106.207,5883.0,1.7,1.21,0
2.067,11.8666806,0.28682,0.07,46.844,5904.34,1.81719,1.07,0
2.42,6.44,0.065,0.0,153.138,5403.0,0.85,0.89,0
3.8,13.8,0.4029,0.0,3.986,5403.0,0.85,0.89,0
2.87,8.6,0.2716,0.0,15.007,5663.0,0.91,0.93,0
1.42,2.6,0.01795,0.0,2142.634,5671.0,0.93,0.95,0
1.38,2.48,0.07592,0.0,390.636,5988.0,1.26,1.11,0
3.07,9.64,0.31318,0.0,19.997,6167.0,1.23,1.14,0
2.34,6.08,0.1805,0.0,5.833,4673.0,0.72,0.77,0
2.31,5.95,0.2739,0.0,17.883,5806.0,1.01,1.01,0
1.72,3.61,0.0866,0.0,129.534,5743.0,0.99,0.99,0
1.59,3.15,0.0444,0.0,111.11,4700.0,0.7,0.73,0
1.11,1.41,0.01982,0.0,8159.933,5869.0,1.02,1.01,0
1.478,4.66,0.05343,0.0,275.0,5669.0,0.919,0.911,0
2.13,5.18,0.34593,0.0,16.851,6335.0,1.4,1.25,0
1.33,2.33,0.0719,0.0,72.44,5241.0,0.81,0.86,0
1.37,2.45,0.02876,0.0,562.217,5331.0,0.84,0.87,0
2.46,6.62,0.1041,0.0,61.323,5346.0,0.84,0.87,0
2.09,5.02,0.2658,0.0,4.716,5001.0,0.77,0.81,0
1.35,2.39,0.0527,0.0,94.607,4830.0,0.73,0.78,0
1.45,2.7,0.0954,0.0,133.56,5482.0,0.89,0.92,0
3.72,13.4,0.3214,0.0,20.627,6095.0,1.22,1.15,0
2.67,7.61,0.5545,0.0,6.93,6095.0,1.22,1.15,0
2.22,5.56,0.2689,0.0,8.57,5533.0,0.89,0.92,0
1.75,3.71,0.1153,0.0,54.19,5471.0,0.85,0.88,0
3.51,10.84,0.03377,0.0,216.094,4781.0,0.76,0.81,0
3.34,11.1,0.3059,0.0,10.519,5769.0,0.96,0.97,0
3.08,9.69,0.1311,0.0,47.032,5539.0,0.86,0.89,0
2.13,5.18,0.22737,0.0,4.957,4861.0,0.75,0.81,0
5.93,29.5,0.2559,0.0,10.16,5612.0,0.91,0.93,0
2.63,7.41,0.2288,0.0,20.174,5409.0,0.83,0.86,0
2.63,7.41,0.2037,0.0,31.702,5718.0,0.97,0.97,0
1.93,4.38,0.1002,0.0,124.072,5665.0,0.93,0.94,0
2.28,5.82,0.1773,0.0,51.95,5508.0,0.87,0.9,0
1.85,4.08,0.0749,0.0,126.203,5679.0,0.94,0.96,0
2.91,8.8,0.07739,0.0,58.442,5403.0,0.86,0.89,0
2.97,9.11,0.1394,0.0,27.2,5211.0,0.895,0.817,0
3.42,13.0,0.10232,0.0,178.832,5699.0,1.41,1.08,0
8.98,59.6,0.3982,0.0,3.97,5857.0,1.02,1.02,0
5.59,26.7,0.3091,0.0,2.472,4834.0,0.73,0.77,0
7.65,45.4,0.5183,0.0,5.046,5730.0,0.99,1.0,0
4.21,16.5,0.392,0.0,5.84,5416.0,0.99,0.95,0
1.19,1.81,0.0862,0.0,121.04,5416.0,0.99,0.95,0
2.32,5.99,0.1202,0.0,21.531,4990.0,0.76,0.82,0
3.13,9.96,0.1083,0.0,33.091,5350.0,0.84,0.89,0
3.0,9.27,0.06017,0.0,307.058,6040.0,1.15,1.1,0
5.5,25.9,0.0559,0.0,124.911,4963.0,0.75,0.81,0
2.06,4.9,0.08631,0.0,73.59,5421.0,0.86,0.91,0
4.38,17.6,0.1633,0.0,165.868,7005.0,2.01,1.6,0
2.67,8.46,0.1261,0.0,57.524,5690.0,1.02,1.0,0
2.29,5.86,0.03807,0.0,129.223,4755.0,0.72,0.77,0
2.55,7.04,0.12585,0.0,40.4,5582.0,0.9,0.96,0
1.97,4.54,0.09874,0.0,53.823,5478.0,0.86,0.93,0
2.66,7.56,0.0849,0.0,83.494,5461.0,0.87,0.91,0
2.12,5.14,0.1073,0.0,43.916,5427.0,0.84,0.93,0
3.38,11.4,0.50998,0.0,4.98,5886.0,1.15,1.05,0
4.13,16.0,0.3907,0.0,10.972,5840.0,1.02,1.02,0
2.35,6.12,0.1027,0.0,39.1,5178.0,0.8,0.84,0
3.65,12.9,0.6253,0.0,1.05,5178.0,0.8,0.84,1
2.0,4.66,0.0389,0.0,103.909,4598.0,0.7,0.76,0
1.69,3.5,0.052,0.0,58.15,4598.0,0.7,0.76,0
2.07,4.94,0.19726,0.0,10.166,5214.0,0.82,0.92,0
0.99,0.937,0.0265,0.0,564.581,5214.0,0.82,0.92,0
1.48,3.51,0.03563,0.0,767.964,5779.0,0.98,0.94,0
2.609,7.31,0.139,0.34,11.111,4290.0,0.71,0.67,0
2.13,5.18,0.08679,0.0,82.766,5431.0,0.85,0.88,0
4.65,19.5,0.0734,0.0,266.514,6146.0,1.22,1.15,0
1.96,4.5,0.2489,0.0,7.892,5213.0,0.78,0.86,0
1.57,3.09,0.0419,0.0,28.511,3687.0,0.5,0.52,0
1.48,2.79,0.02898,0.0,328.698,4897.0,0.75,0.8,0
10.69,80.2,0.0567,0.0,439.8,4883.0,1.667,0.951,0
3.96,14.9,0.4217,0.0,2.661,5232.0,0.83,0.87,0
2.62,7.37,0.162,0.0,13.955,5315.0,0.83,0.87,0
2.99,9.22,0.2726,0.0,20.99,6002.0,1.09,1.07,0
2.72,7.85,0.0753,0.0,77.841,5310.0,0.83,0.87,0
1.99,3.55,0.02614,0.0,1107.389,5539.0,1.11,0.99,0
2.67,7.61,0.09993,0.0,170.137,5935.0,1.06,1.05,0
2.31,5.95,0.0535,0.0,337.471,5718.0,0.96,0.98,0
2.25,5.69,0.1277,0.0,185.203,6139.0,1.29,1.16,0
2.36,6.17,0.3148,0.0,30.997,6052.0,1.08,1.13,0
2.12,5.14,0.23688,0.0,13.991,5610.0,0.93,0.96,0
2.98,9.17,0.44664,0.0,2.4,5434.0,0.85,0.91,0
2.36,6.17,0.29131,0.0,10.857,5642.0,0.98,0.96,0
3.26,10.7,0.4238,0.0,3.853,5637.0,0.91,0.97,0
2.07,4.94,0.1085,0.0,6.56,4005.0,0.53,0.55,0
2.21,5.52,0.0734,0.0,74.35,5074.0,0.78,0.82,0
1.48,6.15,0.05071,0.0,108.042,4782.0,0.73,0.79,0
2.6,7.27,0.08595,0.0,108.3,5948.0,1.08,1.05,0
1.53,2.96,0.01232,0.0,5272.4,5948.0,1.08,1.05,0
2.54,6.99,0.3104,0.0,1.371,4392.0,0.61,0.64,1
1.62,3.26,0.13372,0.0,15.291,4944.0,0.74,0.8,0
2.97,9.11,0.13,0.0,3.954,3843.0,0.54,0.57,0
1.6,3.19,0.0177,0.0,243.984,3934.0,0.54,0.56,0
2.7,7.75,0.1701,0.0,11.92,5206.0,0.8,0.83,0
1.98,4.58,0.0474,0.0,723.081,6014.0,1.14,1.09,0
1.36,2.42,0.04022,0.0,1900.131,6150.0,1.56,1.22,0
2.32,5.99,0.0626,0.0,409.917,6058.0,1.18,1.12,0
2.34,6.08,0.06918,0.0,740.173,6237.0,1.65,1.29,0
1.63,4.07,0.0208,0.0,149.3748,3842.0,0.604,0.614,0
0.85,0.4,0.02191,0.103,24.7,3415.0,0.303,0.273,0
1.385,2.22,0.0304,0.103,12.8,3415.0,0.303,0.273,0
1.521,1.94,0.0486,0.074,5.01,3415.0,0.303,0.273,0
1.73,5.6,0.0946,0.043,0.43,3096.0,0.2159,0.1844,1
1.272,1.91,0.027,0.05,5.3,3096.0,0.2159,0.1844,0
0.685,0.35,0.01239,0.033,94.3,3490.0,0.329,0.345,0
0.941,1.4,0.0327,0.039,13.5,3490.0,0.329,0.345,0
0.981,0.907,0.04,0.036,9.1,3490.0,0.329,0.345,0
1.088,1.58,0.0404,0.0,26.3712,3643.0,0.501,0.502,0
0.991,0.941,0.02037,0.0,20.8,3300.0,0.2789,0.262,0
4.7,30.8,0.0417,0.04,38.5441,3950.0,0.584,0.59,0
1.212,1.94,0.00978,0.0,24.14,2960.0,0.182,0.139,0
2.438,7.1,0.02961,8e-05,2.637,2960.0,0.182,0.139,0
1.032,0.9,0.01992,0.0015,5.83,2960.0,0.182,0.139,0
1.18,2.73,0.022,0.18,5.4,3340.0,0.265,0.257,0
1.147,1.54,0.02661,0.223,10.9,3340.0,0.265,0.257,0
1.325,2.46,0.01195,0.0,111.0,3358.0,0.38,0.381,0
2.39,8.04,0.0757,0.024,2.76,3358.0,0.38,0.381,0
4.72,29.32,0.01679,0.0,1013.69,5443.0,0.949,1.02,0
17.90074218,1175.971,0.040352,0.00034,38711.5,7490.0,2.082,1.9,0
17.14977,985.273,0.047,0.0,4913.69,7800.0,1.92,1.75,0
14.90797,258.07796,0.0326,0.016,65.3,3916.0,0.573,0.617,0
9.157753,109.33352,0.201,0.13,9.242,5050.0,0.832,0.862,0
11.747032,66.10864,0.0757,0.0,416.0,5690.0,1.589,1.021,0
12.800678,1538.2972,0.0549,0.086,1096.0,5819.0,1.788,1.3,0
4.976796,29.24036,0.0403,0.0,191.782,5187.0,0.842,0.898,0
12.32987877,238.68913366,0.0441,0.0,425.0,5600.0,0.954,0.995,0
14.57167491,211.99154747,0.0523,0.0,480.0,5550.0,1.213,1.002,0
13.89913607,242.82090295,0.0391,0.0,1160.0,5650.0,1.337,1.025,0
13.56286665,129.99181846,0.0448,0.0,845.0,5610.0,1.392,1.003,0
17.878355,235.1942,0.063,0.0,1085.35,6478.0,1.702,1.64,0
11.99360935,947.12865286,0.313,0.432,6.7645,5980.0,1.78,1.47,0
13.60770257,165.27077164,0.0479,0.0,391.83,5820.0,1.64,1.26,0
14.88552637,92.80589484,0.049,0.0,523.0,5550.0,1.16,0.96,0
15.64773706,188.47224535,0.0446,0.0,1680.0,5700.0,1.77,1.07,0
10.40193409,305.11527072,0.408,0.294,172.857,5455.0,0.913,0.94,0
18.38272835,1153.71711741,0.048,0.0,2620.0,7437.0,1.47,1.6,0
3.18,20.6,0.019,0.0,886.9841,5143.0,0.84,0.75,0
12.733424,72.78307,0.0382,0.0,101.253,4987.0,0.739,0.661,0
14.863134,425.57437,0.01677,0.0,983.4246,4730.0,0.754,0.767,0
12.21781,295.5819,0.035,0.01,503.0,5241.0,0.98,0.89,0
11.99363,921.707,0.058,0.06,729.0,6330.0,1.38,1.34,0
12.251,400.449,0.02289,0.0,528.4147,4790.0,0.774,0.779,0
9.33708092,87.08498352,0.833,0.215,1.2,5734.0,0.949,0.966,1
1.03,1.07,0.04856,0.02,0.65,2900.0,0.141,0.1221,1
12.811887,411.27202,0.02332,0.0,382.328,5013.0,0.803,0.838,0
17.295487,233.92288,0.0286,0.0,1816.48,6124.0,1.254,1.156,0
12.285064,1369.8473,0.03783,0.0,1330.0,6007.0,1.272,1.145,0
12.722215,1938.763,0.02803,0.0,614.0,5215.0,0.849,0.896,0
12.408363,1373.0256,0.04127,0.0,669.0,5747.0,1.076,1.128,0
11.903958,212.31044,0.0423,0.0,174.9015,5052.0,0.722,0.822,0
19.0553,597.5204,0.0352,0.0,2886.2922,6387.0,1.564,1.409,0
14.403565,117.91493,0.0474,0.0,698.148,5738.0,1.315,1.029,0
11.309881,378.2177,0.0234,0.0,210.669,4309.0,0.696,0.719,0
1.11,1.4,0.0496,0.116,1.38,3192.0,0.1967,0.168,1
7.22979255,147.15455244,0.163,0.105,40.3,5844.0,1.016,1.035,0
12.9,1554.18091023,2.0,0.566,0.21,5844.0,1.016,1.035,0
12.520453,617.22586,0.1207,0.575,83.3856,5788.0,1.088,1.026,0
16.70138124,212.94503269,0.051,0.03,1804.5549,5988.0,1.82,1.32,0
12.18416202,1379.37528638,0.1291,0.6058,2.28,5756.0,1.086,1.082,0
2.87,16.9,0.09103,0.18,246.0,6146.0,1.264,1.204,0
6.48,34.3,0.2263,0.237,39.7,6146.0,1.264,1.204,0
2.265,10.15,0.052,0.177,232.0,5328.0,0.84,0.94,0
3.1,9.78,0.08,0.14,95.0,5328.0,0.84,0.94,0
2.587,13.5,0.06152,0.047,62.9,4734.0,0.726,0.748,0
2.651,2.5,0.09429,0.088,26.8,4734.0,0.726,0.748,0
1.791,9.95,0.01159,0.0,509.2,3875.0,0.581,0.604,0
14.57167491,1064.72516345,0.0561,0.025,532.0,6311.0,1.81,1.35,0
3.66,19.8,0.0453,0.052162,78.1,4360.0,0.697,0.745,0
13.0,336.0,0.0731,0.0398,30.0,4360.0,0.697,0.745,0
9.34085,51.42,0.082337403,0.0,254.894,5962.7,1.15,1.156039,0
2.879,6.32,0.0669,0.11,232.392,5770.0,0.968,1.022,0
4.627,8.35,0.1062,0.042,626.362,5770.0,0.968,1.022,0
2.639,6.07,0.14,0.0425,48.4771,5770.0,0.968,1.022,0
3.73591482,9.7,0.174,0.001,26.4328,5770.0,0.968,1.022,0
9.19,27.4,0.0696,0.023,132.0,5350.0,0.934,0.911,0
2.562,32.0,0.07994,0.0,52.02,5030.0,0.76,0.85,0
3.072,10.0,0.080799,0.0,36.97,4738.0,0.73,0.75,0
17.02644168,374.71969185,0.0364,0.011,14140.0,6054.0,1.961,1.467,0
2.39,6.8,0.056027,0.0,57.54,4534.0,0.69,0.71,0
8.71664516,120.0,0.034,0.0,203.685,5394.0,0.9608,0.9835,0
10.5140239,75.96098927,0.04988,0.03,324.114,5710.0,1.45,1.23,0
2.415,6.28,0.0287,0.0,40.6,3476.0,0.508,0.512,0
2.72,7.85,0.0392,0.0,8.8,3403.0,0.334,0.312,0
2.91,1112.3994245,0.387,0.21,6.06,5592.0,1.031,0.93,0
3.65,15.4,0.1288,0.087,1.93,3553.0,0.476,0.485,0
1.69,6.69,0.03845,0.049,60.3,3997.0,0.619,0.63,0
2.467,6.6,0.060694,0.0,56.63,4599.0,0.721,0.73,0
2.45109846,9.1,0.061,0.0,129.0,5213.0,0.8649,0.8889,0
3.43139739,5.4,0.132,0.0,28.0,5213.0,0.8649,0.8889,0
3.5141875,14.5,0.212,0.0,11.0,5213.0,0.8649,0.8889,0
6.8084859,27.4,0.051,0.0,202.0739,5205.0,0.8686,0.9042,0
3.2710301,11.9,0.109,0.0,48.6058,5497.0,0.9785,1.0062,0
2.726,9.5,0.05186,0.194,185.0,5320.0,0.848,0.859,0
2.759,6.63,0.0814,0.066,77.59,5320.0,0.848,0.859,0
2.93,13.6,0.137,0.168,26.7,5320.0,0.848,0.859,0
11.45557828,140.16232749,0.0407,0.0,153.1389,4775.0,0.711,0.744,0
2.41,8.56,0.0367,0.0,95.58,4227.0,0.672,0.679,0
2.76,13.2,0.0657,0.0,29.81,4227.0,0.672,0.679,0
3.12,11.84,0.1116,0.0,10.32,4227.0,0.672,0.679,0
2.52,4.46,0.073,0.039,4.72,3563.0,0.4232,0.437,0
1.98,3.17,0.105,0.071,2.42,3563.0,0.4232,0.437,0
1.74,3.68,0.1513,0.087,1.3,3563.0,0.4232,0.437,1
9.1,96.4,0.0711,0.105,91.0972,5300.0,0.92,0.96,0
2.40144286,6.4,0.0496,0.0,231.2034,5499.0,0.8521,0.9027,0
4.13204907,27.0,0.0417,0.35,120.595,5065.0,0.7934,0.8772,0
11.09689089,70.55790635,0.0549,0.055,225.013,5690.0,1.06,1.06,0
12.21778896,5879.8255295,0.095,0.013,6.5402,3799.0,0.573,0.54,0
2.66146528,10.6,0.085,0.0,74.7359,5457.0,0.8426,0.8784,0
4.96846551,44.1,0.0374,0.0,1198.41,5388.0,0.9583,0.9552,0
10.12369881,63.9,0.051,0.0,311.498,5718.0,1.5566,1.1578,0
15.69257298,451.31633794,0.047,0.024,1800.0,6280.0,1.7,1.38,0
14.11645916,95.3,0.051,0.0,1078.5987,5567.0,1.7031,1.1576,0
9.65807033,99.0,0.057,0.0,732.0077,5752.0,1.4536,1.2187,0
3.42,22.4,0.026,0.059,860.0,5397.0,0.9,0.97,0
15.647764,753.2571,0.0626,0.073,1112.85,6274.0,1.925,1.464,0
7.661,11.3,0.4607,0.0331,0.9938,5723.2,1.313,1.0936,1
1.8,11.1,0.0171,0.0,1876.1315,5464.0,0.83,0.913,0
1.6,6.4,0.0546,0.0,183.6642,5464.0,0.83,0.913,0
6.2163865,45.8,0.173,0.0,34.68,5735.0,1.0235,1.0363,0
10.3,75.2,0.75,0.38,1.771,5735.0,1.0235,1.0363,0
25.0,593.0,0.05778,0.0023,271.896,6117.0,1.53,1.312,0
2.22,7.6,0.03587,0.1353,2005.35,6117.0,1.53,1.312,0
3.10083009,12.5,0.0207,0.0,565.5415,4635.0,0.7558,0.7941,0
1.19880592,2.0,0.02122,0.0,266.85,4115.0,0.614,0.6045,0
1.62,3.48,0.019,0.0,883.0,4884.0,0.793,0.798,0
11.89,25.1,0.071,0.17,139.0,5510.0,0.923,0.987,0
3.96,9.0,0.108,0.04,90.5151,5840.0,1.019,0.981,0
16.70138124,991.62462984,0.046,0.0022,5300.0,7690.0,1.92,1.9,0
2.24,9.6,0.14,0.17,82.0,6008.0,1.17,1.1,0
4.2427861,38.5,0.192,0.157,84.2986,5841.0,1.6184,1.2313,0
2.30381001,30.0,0.147,0.0,16.1306,5224.0,0.7511,0.7663,0
1.41792246,3.58,0.0116,0.0,5028.5096,5460.0,0.9105,0.9513,0
2.749,19.5,0.0567,0.36,5.45,3412.0,0.38,0.372,0
2.61143902,15.2,0.127,0.0,53.0216,5801.0,1.0162,1.0022,0
1.672,4.82,0.061,0.0,1.8,3185.0,0.275,0.249,0
1.92,9.0,0.050748,0.0,18.13,3834.0,0.491,0.489,0
2.18,7.32,0.0285,0.3,46.3,3709.0,0.469,0.471,0
